,,,,,,CO2 (MtCO2) proximity mileage brackets (to top 20),,,,,,,,,,,,,,,,,,,,,
Key,Country,Group,Year,Ave Temperature,CO2 (MtCO2),1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,Population,GDP-USD (M US$ (2010)),Smoking Rate,Fertility Rate,Electricity production from Fossil Fuel,Electricity from Nuclear,Govt spend on education as % of GDP,Forest area (sq km),Passenger Road Transport M per km
2006Andorra,Andorra,Rest,2006,12.83433333,0.5459,2204.8264,578.8648,825.923,0,9018.3097,7697.6882,1688.6358,363.5531,0,382.163,0,0,0,80991,8204.140766,,1.24,,,2.18989,160,
2006Angola,Angola,Rest,2006,21.94708333,20.4783,20.4783,380.2657,0,1562.0048,3617.4526,0,8485.2784,6532.2303,2182.1863,0,0,0,0,20262399,20889.60605,,6.42,19.38898972,,2.85969,589792,
2006Argentina,Argentina,Rest,2006,15.56108333,164.4163,164.4163,338.2993,0,0,830.2204,5658.6235,535.0396,2902.1135,1089.1178,1595.6429,1592.5568,8217.8043,0,39558890,91588.84635,,2.432,55.67564027,7.196661333,4.12821,298680,
2006Armenia,Armenia,Rest,2006,10.0535,4.4614,763.4163,1936.8626,3737.8974,6529.1685,1688.6358,1278.8584,5658.6235,1170.417,0,0,0,0,0,2958500,4523.776312,,1.694,24.84430231,44.43696347,2.71577,3318,2436
2006Australia,Australia,Top20,2006,22.26441667,382.163,382.163,0,363.5531,0,9449.8941,0,2798.7455,263.1948,2591.694,6910.1736,0,0,0,20697900,44275.72627,,1.908,90.70069223,,4.74055,1267550,275538
2006Austria,Austria,Rest,2006,7.277583333,74.2982,2594.2487,263.1948,825.923,2824.6466,7064.2081,8065.8243,813.5078,0,382.163,0,0,0,0,8268641,462579.3171,,1.41,33.32098746,,5.22652,38528,
2006Azerbaijan,Azerbaijan,Rest,2006,12.71225,34.1933,793.1482,1936.8626,3737.8974,6529.1685,1688.6358,1278.8584,5658.6235,1170.417,0,0,0,0,0,8484550,1286.391895,,1.97,89.74045553,,2.55551,9034.2,11786
2006Bahamas,Bahamas,Rest,2006,25.71575,1.6635,1.6635,6108.5782,535.0396,338.2993,1731.3935,788.557,1855.7516,2894.8245,7761.2583,0,745.7161,0,0,335830,6000.595826,,1.865,,,,5150,
2006Bahrain,Bahrain,Rest,2006,27.22125,22.5479,848.4709,1495.2846,1978.8599,8662.8159,1235.2626,1197.192,917.2026,5996.9228,449.9547,0,0,0,0,958414,1076.852656,,2.363,100,,2.87436,4.6,
2006Bangladesh,Bangladesh,Rest,2006,25.76566667,37.7328,1269.8226,6529.1685,4470.6687,263.1948,2361.0229,921.3563,535.0396,0,5658.6235,788.254,0,0,0,145368004,16449.57469,,2.603,97.46368223,,2.13129,14524,
2006Barbados,Barbados,Rest,2006,27.50225,1.3703,1.3703,338.2993,6108.5782,535.0396,2204.2805,578.8648,710.4286,2088.3169,8958.4503,491.4438,0,745.7161,0,275039,11086.6662,,1.763,,,,63,
2006Belarus,Belarus,Rest,2006,6.992083333,58.9704,1192.7831,2145.0927,1922.7197,7761.2583,2223.6754,6038.8892,1151.8071,0,382.163,0,0,0,0,9604924,1845115.804,,1.335,99.88054447,,6.07696,84556,9343
2006Belgium,Belgium,Rest,2006,11.09525,108.2117,2628.1622,263.1948,825.923,1592.5568,13954.9214,2857.1555,0,363.5531,0,382.163,0,0,0,10547958,46424.81379,,1.8,39.85275288,55.30065917,5.84036,6756,127990
2006Belize,Belize,Rest,2006,25.7085,0.4433,0.4433,6108.5782,535.0396,338.2993,0,2204.2805,1908.2268,1460.3868,8226.801,1614.2528,363.5531,0,0,290747,7094.394431,,2.977,,,,14115,
2006Benin,Benin,Rest,2006,28.14433333,3.9838,3.9838,0,2256.5476,1732.7864,338.2993,1232.0898,14765.3431,854.9969,1197.192,382.163,0,0,0,8216896,1714.698066,,5.576,97.4025974,,3.50328,47610,
2006Bhutan,Bhutan,Rest,2006,12.854,0.392,7761.6503,0,4470.6687,578.8648,2586.4435,380.2657,535.0396,5658.6235,449.9547,338.2993,0,0,0,672228,9014.922681,,2.734,,,,26655.8,
2006Bolivia,Bolivia,Rest,2006,21.47,10.9569,349.2562,0,0,449.9547,5658.6235,1287.4655,2147.7903,593.3577,495.7601,3206.8096,8217.8043,363.5531,0,9283334,21124.44159,,3.51,58.13207547,,6.31361,582290,
2006Botswana,Botswana,Rest,2006,21.804,4.09,384.3557,0,0,330.1629,2836.0919,2013.2026,7274.8846,2084.0006,6855.8155,984.9943,0,0,0,1884238,1564525.373,,2.946,100,,,118246,
2006Brazil,Brazil,Top20,2006,25.517,338.2993,338.2993,0,0,0,6488.8439,2739.3201,578.8648,825.923,1592.5568,1614.2528,8217.8043,363.5531,0,189012412,1352.565476,,1.926,9.808817252,3.279939524,4.8706,5050788,
2006Bulgaria,Bulgaria,Rest,2006,11.11758333,49.6908,1919.5853,1739.1738,0,2824.6466,6529.1685,8262.5646,1151.8071,0,382.163,0,0,0,0,7601022,1774.985113,,1.44,47.78691047,42.83987517,3.91204,36682,12039
2006Burkina Faso,Burkina Faso,Rest,2006,28.92025,1.3593,1.3593,0,2783.1453,1544.488,0,6890.7133,9106.7196,854.9969,1197.192,382.163,0,0,0,13829177,8462.426393,,6.192,,,4.45703,58890,
2006Burundi,Burundi,Rest,2006,21.06633333,0.1869,0.1869,380.2657,1089.1178,3210.9497,541.0906,8823.5777,873.6068,1197.192,6643.6178,0,0,0,0,7675338,193127.6355,,6.616,,,,1954,
2006Cambodia,Cambodia,Rest,2006,27.41391667,2.96,2.96,8124.8114,1688.6358,2800.6428,263.1948,1606.6997,1293.5165,535.0396,5658.6235,449.9547,338.2993,0,0,13474489,4023919.867,,3.155,94.47278912,,,106036,
2006Cameroon,Cameroon,Rest,2006,25.29341667,7.0548,7.0548,0,1818.6706,2170.6634,1570.3891,1592.5568,12722.8316,2502.1436,382.163,0,0,0,0,17899562,245336.9082,,5.309,11.18292205,,2.74145,207960,
2006Canada,Canada,Top20,2006,-2.460166667,535.0396,535.0396,5658.6235,449.9547,541.0906,3571.4167,8819.2984,825.923,1232.0898,745.7161,380.2657,0,0,0,32570505,503.0900911,,1.5862,24.42278784,16.12950496,,3475212,510103
2006Cape Verde,Cape Verde,Rest,2006,25.06841667,0.4727,0.4727,0,1724.4371,1397.0075,6864.8122,984.9943,2824.6466,6529.1685,1688.6358,363.5531,382.163,0,0,480795,16508.94414,,3.022,,,6.5296,838.9,
2006Central African Republic,Central African Republic,Rest,2006,26.20508333,0.2492,0.2492,330.1629,1984.2678,2906.9931,0,8460.0246,854.9969,7773.0181,449.9547,0,0,0,0,4201758,31677.654,,5.353,,,1.41506,223104,
2006Chad,Chad,Rest,2006,28.048,0.4067,0.4067,1066.2447,2542.8236,1612.3555,0,8460.0246,7048.66,1647.1467,382.163,0,0,0,0,10421597,61073.25869,,6.992,,,,60144,
2006Chile,Chile,Rest,2006,10.174,57.8176,57.8176,338.2993,0,0,449.9547,6038.8892,535.0396,2586.4435,909.0277,859.3132,4021.8386,491.4438,6529.1685,16319792,55451.84471,,1.964,44.74511931,,3.02153,160798,
2006China,China,Top20,2006,7.948,6529.1685,6529.1685,4513.2824,859.3132,593.3577,2902.1135,535.0396,380.2657,6108.5782,0,0,338.2993,0,0,1311020000,23592.18364,,1.572,82.49361295,1.913603638,,1945571.8,1013085
2006Colombia,Colombia,Rest,2006,25.47658333,59.1984,59.1984,0,6446.8775,535.0396,0,2204.2805,695.9357,2185.9145,1692.9521,8252.7021,382.163,363.5531,0,43835722,196206.7729,,2.157,19.39923742,,3.89332,598881.5,
2006Comoros,Comoros,Rest,2006,26.46583333,0.1612,0.1612,380.2657,330.1629,1991.0447,2342.413,7452.4221,3619.4919,0,535.0396,5658.6235,449.9547,0,0,626425,331090.5349,,4.984,,,,414,
2006Congo Dem Republic,Congo Dem Republic,Rest,2006,24.52691667,1.6501,1.6501,380.2657,330.1629,2737.8148,1773.1804,6867.4678,1956.1099,8264.4619,449.9547,0,0,0,0,56543011,933.7839075,,6.671,0.609836935,,,1553806,
2006Costa Rica,Costa Rica,Rest,2006,26.51491667,6.6662,6.6662,449.9547,5996.9228,535.0396,0,1731.3935,788.557,2236.0173,2514.5588,6911.3315,1232.0898,363.5531,0,4308794,435.7917485,,2.034,6.128550075,,4.63918,25138,
2006Croatia,Croatia,Rest,2006,12.24166667,21.7617,2000.6216,804.2854,825.923,2824.6466,7064.2081,8065.8243,813.5078,0,382.163,0,0,0,0,4440000,43979.55079,,1.47,48.56457479,,,19064,3537
2006Cuba,Cuba,Rest,2006,26.1545,26.4542,26.4542,6108.5782,535.0396,338.2993,1731.3935,788.557,1855.7516,2403.3807,7020.6123,1232.0898,745.7161,0,0,11296233,61468.91847,,1.572,96.96399296,,9.05717,27440,
2006Cyprus,Cyprus,Rest,2006,19.54016667,8.0004,271.1952,2804.7829,1773.1804,8121.7253,380.2657,2587.2285,5996.9228,832.1177,0,0,0,0,0,1045509,173309.469,,1.498,99.97850387,,6.2276,1728.5,
2006Czech Republic,Czech Republic,Rest,2006,8.865333333,121.0541,2641.0046,263.1948,825.923,2824.6466,7064.2081,7727.525,1151.8071,0,382.163,0,0,0,0,10238905,20742.41279,,1.34,64.64723743,31.13539102,4.2171,26490,79131
2006Denmark,Denmark,Rest,2006,-16.57433333,58.2149,2105.2784,736.0818,825.923,2127.5964,13419.8818,2138.5905,1082.1181,0,382.163,0,0,0,0,5437272,13003.08574,,1.85,78.02065291,,7.72991,5635.8,66191
2006Djibouti,Djibouti,Rest,2006,29.77741667,0.4104,330.5733,758.9549,1704.9768,2427.3292,8485.2784,491.4438,1917.6543,535.0396,5658.6235,449.9547,0,0,0,796208,2179.437333,,3.739,,,8.27878,56,
2006Dominica,Dominica,Rest,2006,27.14858333,0.1136,0.1136,0,6446.8775,535.0396,2519.9505,263.1948,710.4286,2088.3169,9449.8941,0,0,745.7161,0,70807,21932.8099,,,,,,457.2,
2006Dominican Republic,Dominican Republic,Rest,2006,26.58566667,20.3733,20.3733,5658.6235,788.254,535.0396,2204.2805,315.67,1855.7516,1206.1887,8217.8043,1232.0898,382.163,363.5531,0,9371338,19795.94225,,2.718,83.42350141,,,16850,
2006Ecuador,Ecuador,Rest,2006,22.60316667,29.2188,29.2188,338.2993,6108.5782,0,535.0396,913.2508,1986.9654,263.1948,2418.4798,2070.7988,7761.2583,363.5531,0,13967480,3087.900728,,2.763,48.30550622,,,132565,
2006Egypt,Egypt,Rest,2006,23.50566667,171.5426,764.9003,2102.4598,913.2508,1612.3555,8121.7253,854.9969,7729.1544,832.1177,0,0,0,0,0,78159048,247575.988,,3.004,88.26674292,,4.00178,676,
2006El Salvador,El Salvador,Rest,2006,25.7585,7.1722,7.1722,6108.5782,0,873.3389,0,1731.3935,788.557,3433.2093,7846.5353,1614.2528,363.5531,0,0,6056478,2607684.476,,2.465,42.61715296,,3.01268,3046,
2006Equatorial Guinea,Equatorial Guinea,Rest,2006,25.78541667,5.4602,5.4602,0,1183.3156,2806.0184,1570.3891,0,8121.7253,7498.6147,1579.355,0,0,0,0,792217,13106.97886,,5.498,,,,16732,
2006Eritrea,Eritrea,Rest,2006,27.492,0.522,330.6849,758.9549,2838.7895,1293.5165,8121.7253,854.9969,1917.6543,6193.6631,449.9547,0,0,0,0,4066648,766.5333585,,4.881,99.25650558,,2.127,15496,
2006Estonia,Estonia,Rest,2006,6.531833333,15.9514,1149.7641,1649.3326,2418.4798,7761.2583,2223.6754,5658.6235,1532.0728,0,382.163,0,0,0,0,1346810,9890.890979,,1.58,98.66420058,,,22484,3112
2006Ethiopia,Ethiopia,Rest,2006,23.77808333,5.661,5.661,825.923,2348.4373,2047.0635,8121.7253,854.9969,1917.6543,535.0396,5658.6235,449.9547,0,0,0,78850689,3332692.33,,5.519,0.305903946,,5.49096,128592,
2006Fiji,Fiji,Rest,2006,25.6315,1.2164,1.2164,0,382.163,0,2052.1889,0,14765.3431,1232.0898,1214.3251,1450.1183,1663.1899,0,0,827411,24971.35335,,2.816,,,5.60714,9963.9,
2006Finland,Finland,Rest,2006,2.892166667,67.1391,1200.9518,1649.3326,2418.4798,8296.2979,7347.2593,449.9547,1082.1181,0,382.163,0,0,0,0,5266268,321534.4112,,1.84,44.41029255,27.82826319,5.9381,221580,69995
2006France,France,Top20,2006,14.14383333,372.1602,2519.9505,263.1948,825.923,1592.5568,13954.9214,1659.9635,1197.192,363.5531,0,382.163,0,0,0,63621376,774.4307755,,2,9.710904902,79.05965945,5.44211,159736,772598
2006Gabon,Gabon,Rest,2006,25.15775,4.0618,4.0618,0,1183.3156,2806.0184,1570.3891,0,8121.7253,7498.6147,1579.355,0,0,0,0,1444844,36409.89931,,4.194,42.76276276,,,220000,
2006Gambia,Gambia,Rest,2006,28.17733333,0.3078,0.3078,0,2204.2805,1627.5927,495.7601,6643.6178,2824.6466,6529.1685,2052.1889,0,382.163,0,0,1491021,4363.170508,,5.81,,,1.20949,4728,
2006Georgia,Georgia,Rest,2006,9.40375,4.7435,763.6984,1936.8626,3737.8974,6529.1685,1688.6358,1278.8584,5658.6235,1170.417,0,0,0,0,0,4136000,1919.759428,,1.712,27.06189104,,3.00364,27824.8,5269
2006Germany,Germany,Top20,2006,9.706,818.1427,2519.9505,263.1948,825.923,1592.5568,13954.9214,2857.1555,363.5531,0,382.163,0,0,0,0,82376451,6523.228359,,1.33,61.02710152,26.43599502,4.2793,113890,945052
2006Ghana,Ghana,Rest,2006,27.58158333,8.6477,8.6477,0,845.0472,3482.5861,0,1232.0898,14765.3431,854.9969,1197.192,382.163,0,0,0,22113425,14139.78519,,4.438,33.34519573,,5.25994,90814,
2006Greece,Greece,Rest,2006,15.21266667,101.9616,1153.7134,2557.3165,0,2824.6466,6909.4342,8220.5982,813.5078,0,382.163,0,0,0,0,11020362,136635.1395,,1.4,87.19819206,,,37822,42309
2006Grenada,Grenada,Rest,2006,27.74366667,0.2308,0.2308,338.2993,6108.5782,535.0396,2204.2805,315.67,973.6234,2088.3169,8958.4503,491.4438,0,745.7161,0,103259,13304.64703,,2.321,,,,169.9,
2006Guatemala,Guatemala,Rest,2006,23.80825,11.8245,461.7792,5658.6235,535.0396,338.2993,0,1731.3935,788.557,3052.9436,8226.801,1614.2528,363.5531,0,0,13397008,1214143.478,,3.833,48.04065638,,2.98401,38948,
2006Guinea,Guinea,Rest,2006,26.12058333,1.8906,1.8906,0,845.0472,2986.826,495.7601,7425.7529,2042.5115,6529.1685,2052.1889,382.163,0,0,0,9881428,602626.6636,,5.653,,,,66880,
2006Guyana,Guyana,Rest,2006,26.82108333,1.2897,1.2897,338.2993,0,6108.5782,1448.2904,1986.9654,593.3577,2088.3169,0,9449.8941,382.163,363.5531,0,749601,389552.3135,,2.797,,,5.08926,165968,
2006Haiti,Haiti,Rest,2006,27.22225,2.1629,2.1629,6108.5782,338.2993,535.0396,1731.3935,788.557,1855.7516,1206.1887,8217.8043,1232.0898,382.163,363.5531,0,9409457,114771.6081,,3.667,52.45614035,,,1042,
2006Honduras,Honduras,Rest,2006,25.58991667,7.2317,7.2317,6108.5782,0,873.3389,0,2204.2805,315.67,3433.2093,7846.5353,1614.2528,363.5531,0,0,7541406,229010.2936,,3.325,63.07178631,,,56720,
2006Hungary,Hungary,Rest,2006,10.62908333,56.0207,2298.0754,541.0906,825.923,2824.6466,7064.2081,7727.525,1151.8071,0,382.163,0,0,0,0,10071370,199993.6708,,1.34,57.92966898,37.53869322,5.30903,19956,69630
2006Iceland,Iceland,Rest,2006,2.6825,2.3396,543.4302,1505.9729,1271.1214,8077.1033,6979.1232,3259.0249,380.2657,363.5531,0,382.163,0,0,0,303782,2202038.556,,2.08,0.040281974,,7.37341,377.4,5455
2006India,India,Top20,2006,24.73208333,1232.0898,1232.0898,7024.9286,956.9108,3596.8626,2586.4435,380.2657,0,535.0396,5658.6235,788.254,0,0,0,1161977719,22638.81151,,2.897,80.01587006,2.429877072,3.18745,681252,4657000
2006Indonesia,Indonesia,Top20,2006,26.38175,363.5531,363.5531,0,9832.0571,0,2418.4798,263.1948,1986.9654,913.2508,535.0396,6108.5782,0,338.2993,0,229838202,13910.78628,,2.51,87.7412228,,,971720,
2006Iran,Iran,Top20,2006,19.21191667,495.7601,825.923,1495.2846,8508.0284,2133.6474,2432.4546,0,917.2026,5996.9228,449.9547,0,0,0,0,71227880,5752857.407,,1.805,90.45525789,,4.28999,106919.8,
2006Iraq,Iraq,Rest,2006,22.90433333,84.3807,1173.4985,788.557,2963.4833,8121.7253,871.7095,1560.7451,6193.6631,1170.417,0,0,0,0,0,27697912,21109.85943,,4.549,81.97676138,,,8250,
2006Ireland,Ireland,Rest,2006,10.65416667,47.6905,1779.084,788.557,263.1948,2953.5194,6890.7133,9006.0583,380.2657,363.5531,0,382.163,0,0,0,4273591,121197.0913,,1.91,90.87254757,,4.54547,7010,
2006Israel,Israel,Rest,2006,20.40916667,64.5886,657.9463,2102.4598,2145.3406,8121.7253,380.2657,2587.2285,5996.9228,832.1177,0,0,0,0,0,7053700,33350.57113,,2.88,99.95055184,,5.76303,1548,
2006Italy,Italy,Top20,2006,13.78733333,472.887,1978.8599,804.2854,825.923,1592.5568,8296.2979,6868.6323,2010.6998,0,382.163,0,0,0,0,58143979,154.8441343,,1.37,82.67775138,,4.53777,88128,779304
2006Ivory Coast,Ivory Coast,Rest,2006,26.7915,5.8095,5.8095,0,845.0472,2986.826,495.7601,6890.7133,9106.7196,0,2052.1889,382.163,0,0,0,18699435,117123.3726,,5.476,71.31741821,,4.0015,104046,
2006Jamaica,Jamaica,Rest,2006,27.03416667,12.1174,12.1174,6108.5782,338.2993,535.0396,913.2508,1606.6997,1855.7516,1206.1887,8217.8043,1232.0898,382.163,363.5531,0,2760279,3979.134974,,2.325,96.05245551,,,3387.8,
2006Japan,Japan,Top20,2006,12.75708333,1197.192,1688.6358,6529.1685,1956.1099,1232.0898,877.9231,2803.3006,6953.6254,0,380.2657,0,338.2993,0,0,127854000,5266.031526,,1.32,63.66912807,26.84276037,3.32909,249412,917938
2006Jordan,Jordan,Rest,2006,20.17333333,20.4786,613.8363,2102.4598,2145.3406,8121.7253,380.2657,2052.1889,6531.9624,832.1177,0,0,0,0,0,5934232,27197.52903,,3.725,99.46043165,,,975,
2006Kazakhstan,Kazakhstan,Rest,2006,6.869833333,181.1618,181.1618,2351.5117,10611.3717,1688.6358,363.5531,535.0396,6421.0522,449.9547,338.2993,0,0,0,0,15308084,26748.25871,,2.36,89.15946802,,2.62678,33314,
2006Kenya,Kenya,Rest,2006,24.82008333,9.5245,9.5245,330.1629,1139.2206,3210.9497,7070.2591,1956.1099,2409.0981,0,6193.6631,449.9547,0,0,0,37052050,1967.894891,,4.763,29.65912711,,7.04984,40836,
2006Kiribati,Kiribati,Rest,2006,27.756,0.0696,0.0696,0,0,449.9547,7773.0181,491.4438,8485.2784,338.2993,3279.1533,1231.8419,710.4286,0,0,94260,985.8721078,,3.895,,,,121.5,
2006Kuwait,Kuwait,Rest,2006,26.31466667,69.972,1159.0898,0,3210.9497,8662.8159,1235.2626,1197.192,917.2026,5996.9228,449.9547,0,0,0,0,2377258,65725.79995,,2.45,100,,3.76001,56.9,
2006Kyrgyzstan,Kyrgyzstan,Rest,2006,4.917333333,5.4076,5.4076,9849.5752,1400.4715,3765.0256,0,1297.4683,5658.6235,449.9547,338.2993,0,0,0,0,5218400,,,2.7,14.1224265,,5.54986,8308.4,
2006Laos,Laos,Rest,2006,24.4055,1.5499,1.5499,8616.2552,2789.7488,1208.086,578.8648,2204.2805,915.3053,0,6108.5782,0,338.2993,0,0,5849356,37605.68377,,3.517,,,2.95879,170588.8,
2006Latvia,Latvia,Rest,2006,6.970583333,8.1692,1141.9819,1649.3326,2418.4798,7761.2583,2223.6754,5658.6235,1532.0728,0,382.163,0,0,0,0,2218357,49600.15281,,1.46,43.03823349,,4.71155,33084,2800
2006Lebanon,Lebanon,Rest,2006,18.31433333,15.3271,608.6848,2474.62,1773.1804,8121.7253,871.7095,2095.7847,5996.9228,832.1177,0,0,0,0,0,4057350,8133.817397,,1.678,93.97538141,,2.80863,1365.8,
2006Lesotho,Lesotho,Rest,2006,13.9035,2.0372,382.3029,0,0,330.1629,1991.0447,2680.7123,7452.4221,2084.0006,1197.192,6643.6178,0,0,0,1965662,7970.138368,,3.473,,,11.27128,432,
2006Liberia,Liberia,Rest,2006,26.18316667,0.7475,0.7475,0,845.0472,2986.826,495.7601,6890.7133,2577.5511,6529.1685,2052.1889,382.163,0,0,0,3375838,5095.58048,,5.366,,,,44490,
2006Libya,Libya,Rest,2006,23.31508333,49.7283,49.7283,2572.2176,1036.8507,1612.3555,1592.5568,7402.5074,7710.8124,449.9547,382.163,0,0,0,0,5881435,216303.0283,,2.46,100,,,2170,
2006Liechtenstein,Liechtenstein,Rest,2006,5.941166667,,2519.9505,263.1948,825.923,1592.5568,8296.2979,8515.779,363.5531,0,0,382.163,0,0,0,35095,8924.830837,,1.43,,,2.05381,69,
2006Lithuania,Lithuania,Rest,2006,7.422,12.9313,1146.744,1649.3326,2418.4798,7761.2583,1026.4834,7236.0812,1151.8071,0,382.163,0,0,0,0,3269909,8053.774834,,1.33,23.13488449,71.63202782,4.82055,21308,42755
2006Luxembourg,Luxembourg,Rest,2006,10.73033333,11.7407,2531.6912,263.1948,825.923,1592.5568,13954.9214,2857.1555,0,363.5531,0,382.163,0,0,0,472637,4031.066483,,1.65,92.03740436,,,867,
2006Macedonia,Macedonia,Rest,2006,10.75258333,9.3617,1879.2562,1739.1738,0,2824.6466,6909.4342,7882.2989,1151.8071,0,382.163,0,0,0,0,2063145,8325.631105,,1.501,76.44875821,,,9796,5387
2006Madagascar,Madagascar,Rest,2006,23.66116667,1.6818,1.6818,380.2657,330.1629,1727.8499,1099.6349,8958.395,2422.2999,1197.192,0,6193.6631,449.9547,0,0,18880268,1002728.584,,4.956,,,3.28253,127810,
2006Malawi,Malawi,Rest,2006,22.10216667,0.9123,0.9123,380.2657,330.1629,1991.0447,1978.8599,7772.1115,2466.1636,1197.192,6193.6631,449.9547,0,0,0,13429262,5199.034597,,5.83,,,,33690,
2006Malaysia,Malaysia,Rest,2006,26.57766667,173.6727,537.2258,1232.0898,7402.7753,3285.5089,593.3577,1168.8227,1731.3935,535.0396,0,6108.5782,338.2993,0,0,26143566,5702.204073,,2.249,92.82756317,,4.48577,211368,
2006Mali,Mali,Rest,2006,29.03791667,0.9416,0.9416,472.887,2310.2583,1544.488,0,9018.3097,6979.1232,1688.6358,363.5531,382.163,0,0,0,13227064,3618.956923,,6.76,,,,54260,
2006Malta,Malta,Rest,2006,19.60133333,2.59,847.6372,1938.0981,825.923,1232.0898,8501.991,7023.4062,2010.6998,0,382.163,0,0,0,0,405308,78544.62331,,1.36,100,,,3.5,
2006Mauritania,Mauritania,Rest,2006,28.4505,1.6085,1.6085,845.0472,1938.0981,668.4622,876.0258,9468.2644,6529.1685,491.4438,1560.7451,0,382.163,0,0,3220653,7794.687813,,5.139,,,2.52458,2620,
2006Mauritius,Mauritius,Rest,2006,24.31975,3.3,3.3,0,380.2657,2058.0128,7538.0794,1978.8599,3822.2832,338.2993,0,535.0396,5658.6235,449.9547,0,1233996,9693.003647,,1.77,77.74468085,,3.81811,382.4,
2006Mexico,Mexico,Top20,2006,21.41808333,449.9547,449.9547,5658.6235,535.0396,0,338.2993,1731.3935,3578.3058,7283.8071,1208.086,1975.9086,0,0,0,110092378,13310.84347,,2.456,80.4671193,4.2157129,4.74913,669660,436999
2006Moldova,Moldova,Rest,2006,9.591833333,7.9277,1877.8222,1739.1738,0,9353.8151,1026.4834,7236.0812,1151.8071,0,382.163,0,0,0,0,3585209,812734.5961,,1.227,93.81155614,,7.49893,3676,2206
2006Mongolia,Mongolia,Rest,2006,0.951916667,12.4096,6541.5781,3281.1926,1727.8499,2090.7235,1386.1378,917.2026,5658.6235,830.2204,0,338.2993,0,0,0,2558012,142345.9492,,2.239,100,,,116542.4,
2006Montenegro,Montenegro,Rest,2006,10.56083333,2.25,2244.3047,1367.0136,0,2824.6466,7064.2081,8065.8243,813.5078,0,382.163,0,0,0,0,615025,7981.019308,,1.832,40.71815718,,,6662,115
2006Morocco,Morocco,Rest,2006,18.79316667,45.8372,45.8372,2519.9505,263.1948,825.923,8504.7849,8211.213,491.4438,1197.192,363.5531,0,382.163,0,0,30869346,4701.891392,,2.571,94.05457108,,,54552,
2006Mozambique,Mozambique,Rest,2006,24.30341667,1.9204,1.9204,380.2657,0,1089.1178,2392.807,8590.2542,1974.7198,1688.6358,0,6643.6178,0,0,0,21547463,281906.4874,,5.706,0.135712832,,4.27427,398576,
2006Namibia,Namibia,Rest,2006,20.38183333,2.5,382.7657,0,0,330.1629,1942.3014,2906.9931,7274.8846,1592.5568,8332.2536,0,0,0,0,2055734,,,3.635,5.853051059,,6.03782,75868,
2006Nepal,Nepal,Rest,2006,16.056,2.6466,1234.7364,7024.9286,3040.9114,1512.862,2586.4435,380.2657,535.0396,5658.6235,449.9547,338.2993,0,0,0,25940618,,,3.151,0.473071325,,3.60536,36360,
2006Netherlands,Netherlands,Rest,2006,11.29133333,164.1469,2684.0974,263.1948,825.923,1592.5568,13954.9214,2857.1555,0,363.5531,0,382.163,0,0,0,16346101,419053.7111,,1.72,86.75745955,3.509961248,5.09047,3666,163630
2006New Zealand,New Zealand,Rest,2006,10.70383333,34.3568,34.3568,0,382.163,0,363.5531,1197.192,7470.567,7609.2783,2127.5964,825.923,263.1948,2519.9505,0,4184600,46657.21717,,2.01,35.34700243,,5.9528,101766,
2006Nicaragua,Nicaragua,Rest,2006,26.93608333,4.5038,4.5038,6108.5782,338.2993,535.0396,0,1731.3935,788.557,2236.0173,2514.5588,8143.4213,363.5531,0,0,5450211,159256.4503,,2.622,69.94256541,,,33940,
2006Niger,Niger,Rest,2006,28.29108333,0.7593,0.7593,472.887,2640.4212,876.0258,1570.3891,8121.7253,6643.6178,2052.1889,382.163,0,0,0,0,14132064,207.4093637,,7.588,99.48051948,,3.33406,12536,
2006Nigeria,Nigeria,Rest,2006,27.79508333,91.9981,91.9981,0,2636.8133,1352.5207,1570.3891,1592.5568,12722.8316,2502.1436,382.163,0,0,0,0,142614094,22125.11862,,5.958,72.89917785,,,106794,
2006Niue,Niue,Rest,2006,25.46475,0.0037,0.0037,0,0,382.163,0,2502.1436,12722.8316,3162.9459,380.2657,1036.8507,2572.2176,0,0,0,7442.067921,,,,,,,
2006North Korea,North Korea,Rest,2006,7.940333333,79.6004,1768.2362,8121.7253,363.5531,1232.0898,1786.9508,2739.3201,6108.5782,0,380.2657,0,338.2993,0,0,24061097,16448.48286,,2.001,43.74860709,,,61724,
2006Norway,Norway,Rest,2006,2.256666667,37.3905,1712.2938,1108.242,2088.3169,865.2025,13911.3256,1647.1467,1082.1181,0,382.163,0,0,0,0,4660677,113750.042,,1.9,0.525482173,,6.38566,120940,59196
2006Oman,Oman,Rest,2006,28.04483333,36.7455,862.6685,1495.2846,788.557,9853.1188,2432.4546,0,917.2026,5996.9228,449.9547,0,0,0,0,2582991,165098.6003,,2.909,100,,3.85934,20,
2006Pakistan,Pakistan,Rest,2006,21.63691667,136.6022,1864.4521,330.1629,8700.5901,4256.4694,0,762.4287,535.0396,5658.6235,788.254,0,0,0,0,157093993,403236.1947,,4.02,65.13597996,2.329630497,2.62638,18590,
2006Palau,Palau,Rest,2006,27.81441667,0.2638,0.2638,1560.7451,7402.7753,1232.0898,1592.5568,825.923,1113.9044,8243.1697,449.9547,0,0,338.2993,0,20012,234713.1437,,,,,,403,
